P_ID,Property_name,Price,BHK,Transaction_type,Floor,Facing_Direction,Furnishing,Ownership,Society_name,Bathrooms,Car_Parking,Status,Agent_name,Buyers_from_agents,Owner_name,Address,Product_link,Area_in_sqr_feet,Price_per_sqr_feet,Reviews
P_1070,,22 Lac,3,Resale,2,,Furnished,,,,1,Ready to Move,,, Manoj,"Jahangirpuri Industrial Area, Jhangir Puri",,65,"3,761 per sqft","If you are looking for a property away from the hustle-bustle of city life, then this well-constructed 3 BHK Builder Floor designed by an amazing team of architects and the best quality materials is available for sale in Jahangirpuri, New Delhi. Making your dream come true, this property sited 300m away from the Jahangirpuri Metro Station is a property that you must have never seen or visited before. ::::::Property Specifications and Facilities::::::Shining beautifully with the finest quality white marble flooring, this north-facing builder floor filled with a good amount of sunlight is appointed with premium quality fans and other basic furnishings. This property ideally located on the 2nd floor of a 4-storeyed apartment is crafted over the super built-up area of 65 sq yards and incorporates 3 bedrooms with wardrobes in each that avoids the cluttering of your belongings. ::::::Furthermore, there is an Indian-style common bathroom which is appointed with a geyser. Along with a separate living and dining area, there is also a pretty balcony which is connected to the bedroom from where an unhampered view of the road is visible. ::::::Take pleasure in cooking with your children in the thoughtfully crafted modular kitchen which is decked with a granite platform, a stainless steel sink, fancy cabinets, and a utility is also attached where a washing machine can be kept. Well-designed this property offers you several primary facilities such as 2 times a day water supply and a lift for easy movement to the different floors. ::::::Locality::::::Within the boundaries of about 2km of this apartment are all the civic amenities such as prestigious malls, supermarkets, well-known schools, and many reputed healthcare centers which makes residing with your loved ones even more comfortable. To cater to any of your financial needs you can visit the nearest banks and ATM centers. The locality in which this apartment is nestled is blessed with seamless access to the major modes of public transport whereas the Adarsh Nagar Railway Station is at 5km."
P_1071,,65 Lac,3,Resale,2,East,Semi-Furnished,Freehold,,3,1,Ready to Move,,, Rajender Kumar,Faridabad Gurgaon Road,,1800,"2,955 per sqft","East facing , semi furnished flat with modular kitchen , with 24 x 7  water  electricity supply. 2 Big balconies with guarded grills . Nearest metro station Tuglakabad  Badarpur .  Access to full terrace rights. Ample amount of space for kids to play or do family functions. One more floor can be constructed on the roof as property comes with roof rights mentioned on papers."
P_1072,,33 Lac,2,New Property,3,South,Semi-Furnished,Freehold,,2,,Ready to Move,,, Sahil Gouri,"Uttam Nagar East, Uttam Nagar",,890,"3,300 per sqft",3rd Floor with Roof rights. Self build floor.
P_1073,,2.35 Cr,4,Resale,2,South -West,Furnished,Freehold,,3,1,Ready to Move,,, Vibhor,Rohini Sector 11,,1550,"14,242 per sqft","Situated just behind the reputed Ryan International School, a wonderfully spacious 4 BHK Builder Floor is waiting to be bought in Rohini Sector 11, New Delhi. With excellently configured floor plans, well-ventilated spaces, and top-class living, this property in New Delhi is a 5 to 10 years old property that makes you enjoy the luxury of life.  ::::::Property Specifications::::::Facing the southwest direction this Vastu-compliant property brings you a joyful, healthy, prosperous, and positivity-filled abode to dwell in. Located on the 1st floor of a 4-storeyed apartment, this semi-furnished flat is updated with lights, fans, and marble flooring that maintains the temperature of the abode in the summers. Speaking about the floor plan, this flat comprises 4 bedrooms with wardrobes in all. ::::::Moreover, there are 3 western bathrooms with geysers where 2 bathrooms are attached and the third bathroom is available for common use. There is a living cum dining area, a storeroom, and 2 airy balconies linked to the respective bedrooms from where you can overlook the school and the park. Designed with elegance, the modular kitchen is installed with a granite platform, a stainless steel sink, a chimney, cabinets, and a piped gas connection.::::::Facilities::::::Now you can comfortably park your vehicles as an open parking space for one vehicle and one covered parking space is provided at this property. Furthermore, a lift, an unrestricted supply of water, and 24x7 CCTV surveillance are available for high-end safety. ::::::Locality ::::::This stunning property is located 2km away from the ::Rithala Metro Station, the New Delhi Railway Station, buses, taxis, and the major means of road transport are close by which is one of the major reasons for considering this property. Within the sensible range of only 500m of this apartment are many famous malls, supermarkets, and a few hospitals present. Moreover, you can find a handful of leading banks and ATM centers in this area.::"
P_1074,,21 Lac,1,Resale,1,East,Semi-Furnished,Freehold,,1,,Ready to Move,,, Vandana trivedi,"Uttam Nagar East, Uttam Nagar",,50,"3,889 per sqft","Strategically located, this 1BHK builder floor in Uttam Nagar East, New Delhi is available for sale. This abode covering a carpet area of 100 sqyrd is completely ready to move in with your family members. So, what are you waiting for? Hurry up and book this property now!::::::Property specification::::::Perfectly positioned on the upper basement of a 6-storeyed building, this builder floor comes sem-furnished. Facing towards the most auspicious east direction, this Vaastu-friendly property is designed to welcome natural light and fresh air.::::::Coming to the configuration, this builder floor encompasses 1 bedroom, 1 bathroom, 1 balcony, a living room, dining room and a kitchen. The semi-modular kitchen is well-equipped with a cooking platform and sink. In addition, there is a utility attached to the kitchen which is an added advantage.::::::Further, all the rooms in this property are outfitted with basic electrical fixtures such as lights and fans. Fashioned in a western manner, the bathroom is for common use. Additionally, this bathroom is equipped with a branded geyser for hot water supply.::::::Offering a clear view of the backside building, the balcony linked to the bedroom is perfect for relaxing with your loved ones. Moreover, the marble flooring further gives this abode an attractive look that is also easy to maintain.::::::Facilities::::::For the convenience of the residents, prime facilities such as covered parking and 24 hours water supply (both borewell and corporation) are provided in this property. For safety reasons, a security guard is appointed to keep a close watch and CCTV cameras are installed for 24x7 surveillance.::::::Locality::::::This property is located near Star Factory Chowk, a significant landmark. Top-ranked schools, reputed hospitals and well-known malls/supermarkets are situated within a radius of 1 km. For all your banking transactions, renowned banks/ATM centers are easily available (500 meters).::::::Various modes of public transportation such as buses and autos are quickly accessible while the metro station lies within 1 km hence, commuting to/from this locality is quite easy and comfortable."
P_1075,,60 Lac,2,Resale,3,East,Unfurnished,Freehold,DDA Flats,2,,Ready to Move,,, Rita Sharma,"DDA Flats, New Ranjit Nagar",https://www.magicbricks.com/dda-flats-new-ranjit-nagar-new-delhi-pdpid-4d4235303738343630,550,"10,000 per sqft","If you have been planning to buy a home to experience a modern, comfortable and easy life with your loved ones, here is the best place for you.Smartly planned with optimum space utilization and comprising all the modern-day comforts, this north-facing 2BHK apartment is up for sale. Located in New Ranjit Nagar, New Delhi, this flat offers all the comforts that you are looking for in a home. So, contact us nowProperty SpecificationsPerched on the top floor of a 3-storey building, this semi-furnished apartment offers a striking mix of space and a great location. Further, the rooms are bathed in ample sunlight and are well-ventilated, providing you with a luminous and airy home.Moving on, the layout features 2 bedrooms, 2 bathrooms, 2 balconies, 1 living room, 1 dining area, 1 changing room and 1 modular kitchen. The flooring in all rooms of the flat is covered with premium Kajaria tiles, giving a rich and refined look to this apartment. With geyser availability in one bathroom, there are 2 attached bathrooms with western toilets availableIdeal to spend quality time with your loved ones, the balconies offer a clear view of the park and are linked to the bedrooms. The lady of your home will surely enjoy cooking as the kitchen is designed in a modular layout and equipped with a chimney, provision for piped gas connection, sink and cooking countertop. Facilities For the convenience of the residents, some of the elementary facilities such as 1 open parking space and 24 hours running water are available. There will be no interruptions in accomplishing daily chores as the locality witnesses no power cuts.Locality Situated in one of the finest localities, this property is proximate to most of the social resources. To move around to other areas, public transport like taxis and auto-rickshaws are the highly preferred means of transport in this area. Driving for 5km takes you to the New Delhi Railway Station and Shadipur Metro Station is within 300m. In close proximity, there are banks and ATMs available. You can find Convent School, Moments Mall and BLK Hospital at a radius of just 1-2km. Also, the property is opposite to Satyam PVR Cinema Hall."
P_1076,,16.5 Lac,1,Resale,1,North,Unfurnished,Freehold,,1,,Ready to Move,,, Abhinav Kumar Amit,"Mohan Garden, Razapur Khurd",,425,"3,667 per sqft","Want to own a cosy home in New Delhi Well, here is a wonderful opportunity to invest in this brilliantly constructed 1 BHK Residential Flat in Mohan Garden, Uttam Nagar, New Delhi. Gorgeous construction, well-maintained interiors and a good location make this abode worthy of your time and investment.Property SpecificationsWith a 450 sqft super area, this north-facing apartment is placed on the 1st of a 4-storey building and has well-sized interiors. Bright and well-lit rooms enhance the overall appeal of this abode creating a positive and lively home ambience, which is an add-on advantage. Moreover, it is an unfurnished apartment that also comes with freehold ownership. Featuring a bedroom, a bathroom, a balcony, a living cum drawing room, and a kitchen, this vaastu-compliant abode offers ideal for a small family. The flooring of the complete property is finished with ceramic tiles, which are durable and easy to maintain.The bathroom is common and designed in western style with provision for installing a geyser. Facing the road, the well-sized and broad balcony is attached to the bedroom. Offering a comfortable working space, the kitchen is installed with a granite platform and sink. Facilities An adequate supply of water supply for 24 hours, covered parking spaces and common parking spaces are available for the comfort of the residents. Locality The flat is conveniently located near Pipal Chowk, Mohan Garden and is within close proximity to all the public amenities and commuter links. Several reputed schools, hospitals, banks, ATMs and Reliance market are located within a radius of 500m.  The New Delhi railway station is accessible within 18km and the metro station can be found within 1.5km. Other modes of transport are readily available, hence commuting is not at all a problem."
P_1077,,9 Cr,3,Resale,Ground,East,Furnished,,,5,2,Ready to Move,,, Malhotra,New Friends Colony,,6200,"14,516 per sqft","Benefited with freehold ownership rights, this 3 BHK builder floor is up for sale. Located in New Friends Colony, New Delhi, this builder floor is absolutely ready to move and is relatively new with a construction age of 5 to 10 years. :::: ::Property Specifications :::: ::Facing the south east direction, this vaastu compliant built floor spreads across a huge super area of 6200 sq ft. Advantageously positioned on the ground floor, this property is fully furnished and is the best option for a valuable investment. :::: ::Further, this builder floor consists of 3 bedrooms, 5 bathrooms, 3 well aligned balconies,  a living area, dining area, a puja room and a modular kitchen with chimney, piped gas connection and an attached utility area. :::: ::The bedrooms are furnished with wardrobes and beds whereas the entire builder floor is equipped with 8 air conditioners providing utmost comfort to the residents. Designed in western manner, of the 5 bathrooms, 3 are attached and the other two are commonly accessible. :: ::::Additionally, geysers are installed in 4 of the bathrooms for instant hot water at any given time. Offering you views of other houses, the balconies are attached to the bedrooms. Furthermore, this builder floor is beautifully covered with a combination of wooden and shiny marble flooring enhancing the beauty of the same. :: ::::Facilities :::: ::This builder floor is benefited with prime amenities that include- covered parking space for 4 vehicles, round the clock water supply, CCTV cameras and bas/lounge. :::: ::Locality :::: ::Mother Dairy is the nearest landmark to this property. Well known schools are situated at a distance of 2km whereas the noted Bansal Hospital is situated at a distance of 500 meters from this property. :::: ::The market is present at 1km that will help you with day to day shopping needs. For banking needs and services, prominent banks and ATMs are present in the vicinity. The metro station is dotted at a distance of 1.5km whereas other public transport facilities such as taxis, auto rickshaws and buses are easily available here. ::"
P_1078,,3.25 Cr,4,Resale,3,North - West,Semi-Furnished,Leasehold,,4,,Ready to Move,,, Mrs Rekha Ahuja,"Vikram Vihar, Lajpat Nagar",,2700,"12,037 per sqft","Builder floor apartment is available for sale. It covered area of 2700 sq-ft, it is a good location property. Please contact for moredetails."
P_1079,,9 Cr,4,Resale,1,,Semi-Furnished,,,,2,Ready to Move,,, Harish  Taneja,Defence Colony,,2500,"36,000 per sqft",It's a 1st floor Multistorey Apartment in a building of total 4 floors. The Multistorey Apartment is newly constructed. Prime facilities are easily accessible from this place with Dr Radha Krishna International School (0 km ). Other key neighbourhood are Modern Bazaar (0 km ).
P_1080,,3.50 Cr,5,Resale,3,East,Furnished,,,4,,Ready to Move,,, SUNIL JAIN Jain,JaColony,,2200,,"Spacious And Huge Rooms , Fitted Wardrobes , Office , Puja Room , Store , Servant room with Attached Bathroom on Terrace.Free Open Terrace . With Roof Rights"
P_1081,,15 Lac,2,Resale,Ground,North - West,Semi-Furnished,,,1,,Ready to Move,,, Muskan,"Vishwakarma Colony, Mehrauli Badarpur Road",,300,"3,000 per sqft",2 bhk.
P_1082,,28 Lac,2,Resale,2,,Unfurnished,,,2,,Ready to Move,,, SUNIBIR GOSWAMI,Mahavir Enclave Part 1,,50,"4,444 per sqft","Builder floor apartment is available for sale. It has covered area of 70 sq-yrd, it is a good location property. Please contact for more details."
P_1083,,5 Cr,4,Resale,Ground,East,Semi-Furnished,Freehold,,4,1,Ready to Move,,, Himanshu Saxena,"Vigyan Lok, Anand Vihar",,1900,"25,000 per sqft","Builder floor apartment is available for sale. It has covered area of 2000 sq-ft, it is a good location property. Please contact for more details."
P_1084,,48 Lac,3,Resale,3,East,Furnished,Freehold,,2,,Ready to Move,,, Akash,Pankha Road,,1000,"4,571 per sqft","Conveniently nestled in Pankha Road, New Delhi, this 3BHK builder floor is up for sale where you and your loved ones get everything you need to experience a better lifestyle. So, hurry up and own the apartment to rejoice in the modern lifestyle and modern amenities.Property SpecificationsApproved by the City Municipal Corporation, this property is benefited with freehold ownership rights which is an added advantage. Perfectly positioned on the 3rd floor of a 4 storeyed building, this builder floor is spread across a carpet area of 1000 sqft. Facing the most auspicious east direction, this builder floor is abundantly blessed with fresh air and sunlight, thus promising a wonderful atmosphere. Completely ready to move in with your family members, this furnished builder floor comprises 3 bedrooms, living room, kitchen, 2 bathrooms and 2 balconies. High quality ceramic tiles have been used for the flooring which requires less maintenance and lasts longer. The kitchen is well maintained with a cooking countertop, sink and cabinets to ensure convenient cooking to the lady of the house. Both the balconies are perfect for relaxing for sometime after a long day at work. FacilitiesTwo covered parking slots are available for safely placing your vehicles. Also, uninterrupted water supply is provided. Furthermore, there are no or rare power cuts in this area which is an added advantage.LocalityA number of renowned schools, hospitals, shopping malls and supermarkets are present within the vicinity. For all your monetary transactions, you can find a number of renowned banks and ATM centers within proximity. Pankha Road offers robust connectivity to the rest of the city through different modes of public transport. The Uttam Nagar East Metro Station is located at a distance of 1km from this property."
P_1085,,1.20 Cr,3,Resale,1,East,Semi-Furnished,Freehold,,3,1,Ready to Move,,, Sonu Bansal,Shastri Nagar,,1080,"10,667 per sqft","Your most awaited dream of owning a residence in the sought-after areas of New Delhi can now be a reality. Situated in Shastri Nagar is a newly constructed 3 BHK apartment available for sale. Proximity to key amenities makes this property worth owning to live a blissful life with your much-adored family. So, hurry up to book this propertyNote - all the floors are available for sale moreover the top floor is already sold outProperty SpecificationsThis is an east-facing 3 BHK flat skilfully designed in accordance with the vaastu principles and is located on the advantageous 1st floor of a 4-storey building. Well-furnished, this flat sprawls across a super area of 1125 sqft whereas the carpet area is 1080 sqft and is well-crafted keeping in mind the family needs of space and utility.Talking of the configuration, this flat consists of 3 bedrooms, 3 bathrooms, 2 balconies, a living cum dining area, modular kitchen with a utility area. Western manner are all the bathrooms among which 2 are attached to the bedrooms and the remaining is for common use.Overlooking the main road, the balconies are independently connected to 2 bedrooms and offer you extra space to unwind. Furthermore, this flat comes in a furnished state wherein almirahs are available in all the bedrooms, 2 beds, a study table and electrical fixtures like lights.Marble is used for the flooring of all the rooms, which uplifts the overall grace of this abode by many folds.FacilitiesCovered parking, uninterrupted water supply, and a lift are some of the basic facilities provided here. To keep a close watch in and around the premises security guards are appointed.LocalityThis property is nearby Shastri Nagar Metro Station 10 minutes drive and amenities such as schools, hospitals, malls and supermarkets are within a radius of 1km whereas banksATMs are just 0.5km away. Buses and autos are widely available whereas the railway station is only a kilometre away so commuting will be effortless for the residents."
P_1086,,2.50 Cr,3,Resale,Ground,East,Semi-Furnished,Leasehold,,3,1,Ready to Move,,, Ashok Bhatia,PUSA Road,,1700,"13,889 per sqft","karol bagh, central delhi, rajinder nagar"
P_1087,,47 Lac,3,Resale,3,,Semi-Furnished,,,3,1,Ready to Move,,, Pushpraj Kushwah,"Kiran Garden, Uttam Nagar",,90,"5,222 per sqft","Elegantly crafted to provide utmost comfort, this 3BHK builder floor in Kiran Garden, New Delhi is worth buying. This builder floor is the ultimate choice for families seeking a spacious and comfortable dwelling place in a prime location. So, what are you waiting for? Hurry up and seize this wonderful deal now!::::::USP - The flat comes with terrace access and 1 store room. Also, the price can be negotiable.::::::Property specifications::::::Spanning across a super area and a carpet area of 100 sqyrd, this property is well-positioned on the topmost floor of a 3-storeyed building. North-east facing, this property includes 3 bedrooms, 2 bathrooms, 1 balcony, a living room, dining area and a kitchen.::::::This Vaastu-compliant abode comes semi-furnished with a TV unit, fans, wardrobes, 1 bed and 1 computer table. The modular kitchen is smartly designed with cabinets, a granite platform, sink, exhaust fan and piped gas connection.:: ::::All the bathrooms are fashioned in a western manner, of which one bathroom is attached to the bedroom whereas another bathroom is for common use by guests/family members. Additionally, there are geyser points available in these bathrooms.::::::Furthermore, offering a view of the open area, the balcony is commonly connected to the kitchen and bedroom. Moreover, this flat is finely covered with marble tiles on the flooring which last longer and requires less maintenance.::::::Facilities::::::Major facilities such as one covered parking, 1 lift and 24 hours water supply are provided in this apartment. Also, for the safety of the residents, CCTV cameras are installed for 24x7 surveillance.::::::Locality::::::This property is located near the Nawada metro station (300 meters), a significant landmark. A number of top-rated schools, reputed hospitals and supermarkets are situated within a walking distance. To meet your shopping needs, there is a mall present within a radius of 1 km. For all your banking transactions, renowned banks & ATMs are easily available.::::::For hassle-free commuting to/from this locality, the airport lies within 5 km while different types of public transportation such as buses and autos are readily accessible."
P_1088,,35 Lac,1,Resale,2,East,Unfurnished,Freehold,,2,,Ready to Move,,, pankaj chauhan,Hari Nagar,,450,"7,000 per sqft","Corner flat, with two big balconies, two big bathrooms, ample ventilation,painting done one month ago."
P_1089,,85 Lac,2,Resale,1,North,Unfurnished,Freehold,,2,,Ready to Move,,, nitin agrawal,"Indira Vihar, Mukherjee Nagar",,800,"8,500 per sqft","A well-built 2 BHK Flat designed and structured on the super built-up area of 1000 sq ft is up for sale in Indira Vihar, New Delhi. Situated just next to the Mukherjee Nagar and close to BBM Depot, this fully Vastu compliant property crafted for every nuclear family caters to the needs of every modern-day home seeker.Property SpecificationsMeticulously designed, this north-facing flat with a carpet area of 800 sq ft is conveniently located on the 2nd floor of a 4-storeyed apartment. This semi-furnished flat with marble tiles flooring helps to naturally maintain the temperature of the abode in summers. Moreover, for a comfortable living, several furnishings like wardrobes, a TV cabinet, and two branded air-conditioners are available here. Moving to the floor plan, there are 2 bedrooms, a living cum dining area, and 2 bathrooms with one geyser, where the Indian bathroom is commonly accessible, while the western bathroom is attached to the bedroom. You can create a mini garden on the only balcony which is common for the kitchen, a drawing-room, and 2 bedrooms from where you can overlook the lush green park. The beautifully designed kitchen of this flat is outfitted with a polished granite platform, a stainless steel sink, and an exhaust fan. FacilitiesThe locality in which this property is sited faces no power cuts which is an added benefit. Furthermore, for a better lifestyle some of the prime facilities such as a Lift, reserved parking, open parking space, 24 hours water supply, and a security guard for your safety. LocalityYou can go shopping with your friends and family as some of the supermarkets and malls are dotted within 500m range. Furthermore, within the confines of 500m of this apartment, you will find several well-known hospitals and schools in New Delhi. To cater to your financial needs, you can visit the nearest banks and ATM centers that are dotted at an arms distance. Commuting for only a kilometer directs you to the metro station, public transport is close by, and at 15- 20 minutes driving distance is the Old Delhi Railway Station whereas the New Delhi Railway Station is a 45-minute drive away."
P_1090,,36 Lac,2,Resale,3,North,Semi-Furnished,Freehold,,2,1,Ready to Move,,, Dheeraj Arora,"Mohan Garden, Razapur Khurd",,610,"5,714 per sqft","This builder floor is at very prime location just 100 mts from main Najafgarh road, near Nawada metro station.Gated block  a very prime location of Mohan Garden, Uttam Nagar  overlooks 30 ft wide road offering a beautiful view from the house, with airy interiors.Prime facilities like market, clinic, schools, hospital etc. Fully modular kitchen with chimney, texture paint and false ceiling in complete floor. Complete wooden work24x7 water  electricityAn independent personal spacious covered car parking with separate gateCeiling fans, fancy lights, led lights, SS railing etc."
P_1091,,2.40 Cr,2,Resale,1,South,Furnished,Freehold,,2,2,Ready to Move,,, Rama Kant,Kalu Sarai,,900,"20,000 per sqft",2 BHK With Study Room
P_1092,,1.55 Cr,2,Resale,Ground,North - East,Furnished,,,2,,Ready to Move,,, rajeev vaid,"Amar Colony, Lajpat Nagar",,600,"17,222 per sqft",2 bhk.
P_1093,,26.5 Lac,1,Resale,4,,Semi-Furnished,,,1,1,Ready to Move,,, vimal,Uttam Nagar,,450,"5,300 per sqft","This Freehold Builder Floor Apartment is located at 4th floor in a building of total 4 floors. The age of construction for this apartment Builder Floor Apartment is Less than 5 years. High quality flooring of types Marble are available in different rooms. The location has easy access to, Gandhi Nursing Home 0 km , Bank of Baroda 1 km , MCD School 2 km  and Uttam Nagar West Metro Station 3 km ."
P_1094,,28 Lac,1,Resale,1,North - East,Semi-Furnished,Freehold,,2,,Ready to Move,,, Deepa dixit,"New Mahavir Nagar, Tilak Nagar",,450,"5,600 per sqft","Have a look at this 1 BHK apartment in New Mahavir Nagar, New Delhi, that is currently on the market and up for sale.::::::Property Specifications::::::Located on the 1st floor in a 5 storey building, this property has a super area of 500 sqft and a carpet area of 450 sqft. The property is semi-furnished for the convenience of the buyer. Furthermore, the property is Vaastu compliant and faces the desirable north-east direction, which makes it worth buying. ::::::The flat has 1 bedroom 1 bathroom which is common to the entire flat and fitted with western style toilet and geyser points. The flat has one balcony attached to the bedroom, which provides a good amount of fresh air and plenty of natural light, the balcony overlooks other buildings in the vicinity.::::::This property has an open plan living cum dining area making the place seem bigger than it is.::Equipped with a state of the art modular kitchen makes cooking an easy ordeal. The kitchen is equipped with cabinets with a sufficient amount of storage and a hob for the buyer’s convenience. In addition, the kitchen has a utility attached to house a washing machine, cleaning supplies or anything that you don’t want out and visible. ::::::The flooring of the complete apartment is vitrified, which is stain-resistant and easy to clean.::::::Facilities::::::The property comes with 1 covered parking space and a 24-hour water supply facility.::::::Locality::::::The property is located near supermarkets, the outer ring road and the metro station which are within a 1 km radius. Shopping malls, MRV School and hospitals are within a distance of 2-3km. The railway station and airport are within a distance of 10-15 km. All the major banks/ATMs like HDFC, SBI, ICICI and AXIS are within close proximity. Public transportation is easily available to various parts of the city.::::::"
P_1095,,2.50 Cr,3,Resale,Ground,North - East,Furnished,Freehold,,2,1,Ready to Move,,, Deepak Garg,Shalimar Bagh West Block BW,,1500,"15,625 per sqft",3 bhk.
P_1096,,18 Lac,1,Resale,3,West,Semi-Furnished,Freehold,,1,1,Ready to Move,,, Kunal Das,"Rajpur Khurd Extension, Rajpur",,300,"3,600 per sqft",1 bhk.
P_1097,,2.50 Cr,4,New Property,Ground,North - West,Semi-Furnished,,,4,,Under Construction,,, Naresh Kadian,Dwarka,,2800,"11,111 per sqft","Home buyers, your most awaited dream of owning a residence in New Delhi can now be a reality!! Up for sale is an impeccably designed 4 BHK builder floor apartment in Dwarka - an upbeat locality covering all essential services. :: :: ::This freehold property is presently under construction and the possession of the same will be given by 1st Nov 2022. So, without wasting much of your valuable time; book this property.:: :: ::Property Specifications:: :: ::Crafted with respect to the vaastu principles, this 4 BHK builder floor apartment facing the northwest direction promotes a healthy and positive environment to live in. This builder floor is on the advantageous ground floor and occupies a carpet area of 2800 sqft.:: :: ::Semi-furnished, this builder floor is complete with 4 well-ventilated bedrooms, 4 chic bathrooms, 2 balconies, a separate living & dining area, a puja room, store room, a servant’s room, a study room, and a modular kitchen with a chimney, hob & piped gas connection.:: :: ::Moreover, one of the balconies of this builder floor is linked to a bedroom and the other is to the living room. One can get an unblocked view of the road and garden from here. That is not all, there is a utility area with the kitchen so residents get enough space to accomplish daily tasks.:: :: ::Furthermore, 3 of the bathrooms are ensuite with bedrooms and the remaining is for common use. All the bathrooms are of western style and are equipped with branded geysers. Wooden and marble flooring done in various parts of this builder floor is sure to impress you the moment you step in.:: :: ::Facilities:: :: ::Covered parking, an uninterrupted supply of water, power backup, and a lift are the key facilities provided here. To keep a close watch on/around the premises; security guards are appointed and CCTV cameras are installed.:: :: ::Locality:: :: ::Situated near sector 8 Metro Station, this property is only 1km away from necessary amenities like schools, hospitals, malls and supermarkets. Banks/ATMs are in a radius of 500m so meeting banking and financial needs will not be a problem at all. Even commuting will be hassle-free as buses & autos are readily available.::"
P_1098,,38 Lac,2,Resale,2,South,Semi-Furnished,,,2,1,Ready to Move,,, Ankit Gupta,Sultanpur Extension,,430,"5,067 per sqft","Situated in one of the posh and sought-after locations of New Delhi i.e. in Sultanpur Extension, this 2BHK flat is worth buying. An attractive floor plan and prime location are the major highlights of this property. Therefore, investing your hard-earned money in this flat will be a great decision. So, cash in and book this property soonProperty SpecificationsSpread across a carpet area of 630 sqft, this abode is perfectly positioned on the 2nd floor of a 4-storeyed building and is completely ready to move in with your family members. Semi-furnished, this flat features 2 bedrooms, a living cum dining room, 2 bathrooms 1 attached and 1 common, 1 balcony and a kitchen.The modular kitchen is well-equipped with a cooking platform and a sink, to ensure hassle-free cooking. Also, there is a provision for piped gas connection. Additionally, there is a utility attached to the kitchen which is an added advantage.In terms of furnishing, there are wardrobes available in all the bedrooms for storage purposes. Out of the 2 bathrooms, one is an Indian toilet while the other one is fashioned in a western style. In addition, geyser points are available in these bathrooms.Furthermore, the flat is impressive with one balcony that is connected to the bedroom, overlooking the road. Talking about the flooring, good quality marble tiles have been used which are known for their durability and are also easy to maintain.FacilitiesMajor facilities such as covered parking, water supply, 1 lift and 100 power backup for lift  common area are available. Also, a security guard is appointed for safety purposes and CCTV cameras are installed for 24x7 surveillance.LocalityTop-rated schools are located within a 1 km distance whereas a popular mall and reputed hospitals are situated at a distance of 3 to 5 km. For all your banking transactions, noted banksATM centers are easily available. For hassle-free commuting tofrom this locality, the metro station lies within 700 meters and the railway station is 17 km away while several means of public transportation such as buses and autos are immediately accessible."
P_1099,,80 Lac,2,Resale,Ground,North - East,Unfurnished,Freehold,,2,1,Ready to Move,,, P Singhi,Dwarka Sector 1,,950,"8,000 per sqft","safe gated community, piped gas, playing area for children, open parking"
P_1100,,45 Lac,2,Resale,4,North - East,Semi-Furnished,Freehold,,2,1,Ready to Move,,, Ansh,Kalkaji,,300,"9,000 per sqft","2 BHK, Builder Floor Apartment For Sale Kalkaji, New Delhi. Near by landmark is Alaknanda Market."
P_1101,,73 Lac,2,Resale,2,East,Semi-Furnished,Leasehold,,2,1,Ready to Move,,, naren Kapoor,Dayanand Colony,,900,"7,684 per sqft","Looking for a comfortable and spacious living space in one of the prime areas of New Delhi to settle in with your family? Here comes the wonderful chance of owning this beautifully maintained and well-sized 2 BHK apartment in Dayanand Colony, New Delhi.::::::::::::Note - The property is leasehold with the power of attorney ownership and a bank loan is not available.::::::::::::Property Specifications::::::::::::Occupying a carpet area of 900 sqft, this flat is semi-furnished and gives you the freedom of customising the interiors as per your taste and requirements. Placed on the 2nd floor of a 3-storey building, this flat is intelligently designed utilizing the maximum space available. East facing, this condo adheres to the Vaastu norms, which creates a positive ambience to live in. :::: ::::::::The layout of the flat comes with 2 bedrooms, 2 attached western bathrooms, a balcony, living cum dining, storeroom and a kitchen. The flooring of this bright and ventilated apartment is finished with durable and fine-looking marble flooring enhancing its overall look.::::::::::::The flat comes with wardrobes, lights and fans whereas the bathrooms are equipped with all the sanitary fittings and geysers. Overlooking the main road and a park, the sunlit and airy balcony is connected to the drawing-room. The kitchen is accessorized with a countertop, sink, exhaust fan and offers comfortable cooking space. In addition, there is a utility area and piped gas connection but the service has not yet started. ::::::::::::Facilities ::::::::::::The flat comes with some of the prime facilities such as parking space, round the clock water supply, security guards and CCTV cameras. Besides this, other amenities available are a park, water storage, DTH television facility, piped gas, jogging & strolling track and more.::::::::::::Locality:::: ::::::::Situated near Reliance Fresh, this flat is in a well-developed locality and enjoys smooth connectivity to all the parts of the city. One can find reputable hospitals and supermarkets within walking distance while many banks, ATMs and schools can be found within a short distance.::::::::::::Moreover, transport facilities such as buses and autos are frequently available within the vicinity. The Hazrat Nizamuddin railway station is within 5km and the Kailash Colony Metro Station is just within 1km."
P_1102,,95 Lac,3,Resale,3,North,Semi-Furnished,Freehold,AG1 Pocket Vikaspuri,1,,Ready to Move,,, Sayantan dasgupta,"AG1 Pocket Vikaspuri, Vikaspuri Block A",https://www.magicbricks.com/ag1-pocket-vikaspuri-vikaspuri-new-delhi-pdpid-4d4235313730383231,1000,"9,500 per sqft",Multistorey apartment is available for sale. It is a good location property. Please contact for more details.
P_1103,,19 Lac,1,New Property,4,South -West,Semi-Furnished,Freehold,,1,,Ready to Move,,, shankey chawla,Mahavir Enclave Part 2,,428,"4,222 per sqft",corner facing building near metro station
